Timestamp	Ah	Voltage (V)	Current (A)	Power (Watt)	Speed (m/s)	Distance (m)	Degree (°)	RPM (Rounds/Minute)	ThO	ThI	AuxA	AuxD	Flgs
14:30:23	3.67	10.62	6.75	71.68	27.5	35.73	26.03	2961.19	0.53	0.5	0.98	0.05	153
14:30:24	3.09	15.43	4.94	76.22	28.9	456.81	28.18	607.63	0.09	0.08	0.28	0.53	87
14:30:25	2.64	15.71	7.26	114.05	58.0	727.0	29.22	3375.53	0.57	0.11	0.71	0.05	154
14:30:26	2.55	13.57	5.18	70.29	58.99	963.76	25.6	4007.69	0.13	0.86	0.77	0.11	232
14:30:27	2.45	15.15	1.11	16.82	65.48	21.73	30.39	3932.46	0.56	0.44	0.86	0.21	213
14:30:28	0.48	16.01	0.63	10.09	1.35	303.55	29.2	568.74	0.21	0.51	0.05	0.11	76
14:30:29	2.19	16.55	6.0	99.3	68.46	905.92	29.38	3991.6	0.39	0.85	0.07	0.99	89
14:30:30	1.24	13.69	4.63	63.38	6.05	8.19	29.12	735.58	0.07	0.87	0.72	0.51	136
14:30:31	1.94	11.44	3.72	42.56	7.62	516.88	29.45	902.38	0.62	0.0	0.1	0.69	122
14:30:32	1.75	10.94	8.5	92.99	4.56	887.93	31.68	4161.62	0.8	0.02	0.84	0.83	239
14:30:33	1.28	19.77	3.26	64.45	50.59	607.38	25.06	1129.96	0.15	0.65	0.31	0.37	79
14:30:34	2.6	12.1	8.68	105.03	61.37	350.53	30.31	2249.46	0.21	0.39	0.08	0.99	165
14:30:35	2.15	14.3	1.85	26.46	47.75	369.46	30.24	4379.39	0.82	0.9	0.83	0.13	82
14:30:37	3.55	11.23	6.88	77.26	92.14	234.29	31.72	3694.43	0.67	0.38	0.81	0.75	247
14:30:38	2.71	13.21	9.46	124.97	22.14	124.31	30.49	1761.45	0.12	0.27	0.01	0.91	195
14:30:39	0.17	11.42	2.68	30.61	1.39	419.8	27.51	1238.18	0.83	0.01	0.03	0.51	235
14:30:40	2.98	15.07	6.45	97.2	87.57	355.9	25.52	67.26	0.37	0.05	0.3	0.77	66
14:30:41	3.82	13.06	9.6	125.38	10.07	912.02	29.06	157.91	0.21	0.08	0.67	0.18	78
14:30:42	2.4	14.7	1.61	23.67	44.77	864.4	29.24	2602.42	0.43	0.72	0.72	0.42	1
14:30:43	4.43	17.67	2.81	49.65	23.01	54.57	29.73	2395.99	0.1	0.98	0.45	0.04	19
14:30:44	2.39	10.59	8.04	85.14	25.26	123.52	31.72	3377.98	0.63	0.87	0.22	0.02	110
14:30:45	1.07	11.99	7.59	91.0	36.42	722.44	25.27	404.31	0.17	0.07	0.44	0.24	126
14:30:46	4.9	11.33	7.81	88.49	10.86	968.49	27.94	1132.35	0.14	0.46	0.63	0.91	255
14:30:47	1.74	10.14	8.77	88.93	71.55	591.8	30.77	4183.04	0.87	0.48	0.85	0.41	120
14:30:48	0.88	19.81	1.2	23.77	73.13	146.55	25.97	1708.88	0.52	0.21	0.91	0.51	67
14:30:49	4.98	10.43	6.21	64.77	55.41	629.63	26.91	1181.73	0.98	0.29	0.43	0.3	31
14:30:50	1.73	18.65	9.85	183.7	92.49	153.41	26.46	1683.05	0.57	0.07	0.46	0.11	242
14:30:51	1.86	19.49	9.06	176.58	63.0	947.5	26.99	2093.84	0.94	0.44	0.42	0.44	54
14:30:52	1.57	10.9	4.28	46.65	4.86	716.33	31.79	1013.13	0.86	0.35	0.03	0.63	132
14:30:53	3.43	17.53	3.59	62.93	64.02	151.03	25.27	1765.79	0.25	0.64	0.34	0.63	223
14:30:54	2.49	17.88	9.97	178.26	93.72	914.06	25.9	1215.53	0.06	0.24	0.05	0.69	114
14:30:55	1.87	15.89	0.85	13.51	81.95	334.69	31.0	4110.88	0.91	0.78	0.47	0.38	7
14:30:56	1.87	10.64	6.61	70.33	96.17	717.91	27.69	2248.44	0.12	0.5	0.1	0.54	87
14:30:57	0.95	16.25	3.41	55.41	95.8	599.91	30.3	873.32	0.18	0.37	0.62	0.84	53
14:30:58	0.73	13.78	7.79	107.35	80.1	478.32	29.22	4052.71	0.59	0.09	0.14	0.66	159
14:30:59	4.33	17.76	7.31	129.83	71.91	744.53	27.54	1022.26	0.4	0.2	0.56	0.64	32
14:31:00	2.08	11.59	9.68	112.19	12.17	305.07	26.15	3387.64	0.28	0.09	0.83	0.8	117
14:31:01	1.03	15.51	5.85	90.73	17.43	252.75	31.02	3387.85	0.88	0.88	0.56	0.31	88
14:31:02	2.13	10.0	3.85	38.5	43.24	662.08	26.33	2837.99	0.82	0.87	0.0	0.86	171
14:31:03	2.89	13.08	7.24	94.7	75.62	425.43	30.8	3591.46	0.63	0.68	0.7	0.33	21
14:31:04	0.94	14.36	7.31	104.97	83.19	363.89	26.44	2694.55	0.93	0.83	0.49	0.65	62
14:31:05	0.64	16.75	3.26	54.6	31.14	647.28	26.01	4309.06	0.09	0.25	0.35	0.72	9
14:31:06	3.02	18.66	4.93	91.99	36.9	931.94	27.03	1710.38	0.4	0.28	0.21	0.33	77
14:31:07	3.29	18.44	5.2	95.89	60.18	211.85	31.99	3833.7	0.88	0.33	0.68	0.23	186
14:31:08	4.91	11.43	3.68	42.06	81.17	891.92	27.06	3127.55	0.56	0.59	0.56	0.59	182
14:31:09	0.64	19.05	6.09	116.01	95.76	895.65	25.2	1019.15	0.57	0.26	0.88	0.44	114
14:31:10	2.37	14.78	9.88	146.03	58.12	434.99	26.14	2064.55	0.65	0.51	0.94	0.23	162
14:31:11	3.89	13.05	7.0	91.35	64.29	733.94	25.81	1936.11	0.5	0.2	0.08	0.37	57
14:31:12	4.13	19.32	3.91	75.54	70.87	723.26	27.07	4565.67	0.16	0.45	0.36	0.8	183
14:31:13	1.44	13.47	8.35	112.47	44.67	40.42	25.16	3963.17	0.11	0.3	0.76	0.15	133
14:31:14	0.68	17.58	0.91	16.0	91.3	848.87	31.67	1982.88	0.98	0.75	0.45	0.73	47
14:31:15	3.77	14.74	1.57	23.14	18.44	178.09	29.43	4678.31	0.17	0.78	0.92	0.2	191
14:31:16	2.96	19.35	7.6	147.06	65.32	348.88	29.5	812.48	0.73	0.28	0.45	0.9	83
14:31:17	4.71	16.29	3.56	57.99	77.28	540.01	26.9	190.17	0.43	0.88	0.01	0.15	13
14:31:18	1.39	12.63	9.06	114.43	48.07	547.85	28.93	3126.97	0.33	0.16	0.75	0.25	247
14:31:19	1.75	16.6	2.45	40.67	51.12	99.91	27.73	4818.32	0.97	0.88	0.42	0.16	108
14:31:20	4.94	16.77	2.84	47.63	85.25	164.85	26.2	128.42	0.39	0.88	0.2	0.28	148
14:31:21	0.44	18.83	7.82	147.25	10.62	246.47	29.69	1750.27	0.26	0.75	0.78	0.43	225
14:31:22	0.57	14.39	1.32	18.99	81.1	66.1	28.47	3336.97	0.13	0.2	0.51	0.62	62
14:31:23	2.89	12.55	8.66	108.68	10.08	156.42	25.38	820.37	0.24	0.35	0.72	0.48	52
14:31:24	2.59	19.69	0.73	14.37	15.02	425.4	31.01	3125.5	0.13	0.73	0.88	0.68	176
14:31:25	2.54	14.14	4.36	61.65	6.32	749.61	31.05	3683.04	0.55	0.46	0.95	0.04	244
14:31:26	2.14	16.34	9.09	148.53	71.94	575.56	31.36	1247.17	0.31	0.1	0.23	0.15	235
14:31:27	4.68	11.88	6.84	81.26	65.26	194.54	28.69	1958.56	0.81	0.16	0.11	0.82	53
14:31:28	1.5	18.36	9.0	165.24	18.51	704.0	26.56	3626.23	0.75	0.85	0.2	0.03	70
14:31:29	4.77	19.47	7.87	153.23	37.09	280.32	25.89	4817.27	0.94	0.1	0.78	0.42	154
14:31:30	1.75	14.8	7.35	108.78	78.44	157.09	25.78	2628.53	0.72	0.21	0.19	0.18	139
14:31:31	1.31	11.22	1.5	16.83	17.34	172.52	25.73	2473.92	0.23	0.42	0.64	0.27	79
14:31:32	4.17	17.53	3.99	69.94	36.92	415.39	30.09	562.1	0.45	0.21	0.29	0.19	47
14:31:33	0.88	18.09	2.76	49.93	62.73	71.8	30.51	2394.6	0.84	0.39	0.98	0.03	2
14:31:34	4.12	10.31	7.91	81.55	8.46	408.89	30.8	3923.9	0.15	0.52	0.49	0.56	81
14:31:35	2.48	17.74	7.97	141.39	8.85	209.29	29.55	350.65	0.29	0.54	0.52	0.18	22
14:31:36	2.1	12.35	2.66	32.85	86.11	136.7	31.61	3806.25	0.46	0.66	0.75	0.96	31
14:31:37	1.2	16.46	8.82	145.18	17.65	589.16	28.69	4956.42	0.49	0.76	0.19	0.24	44
14:31:38	3.07	14.7	9.32	137.0	68.47	682.88	30.56	3096.24	0.04	0.14	0.68	0.75	124
14:31:39	0.15	19.22	1.85	35.56	16.61	120.85	29.92	4603.99	0.01	0.71	0.71	0.59	183
14:31:40	3.47	14.21	7.89	112.12	34.92	374.06	30.96	4223.48	0.15	0.44	0.45	0.07	198
14:31:41	1.61	16.55	8.93	147.79	30.4	825.13	28.33	3733.48	0.84	0.48	0.79	0.45	42
14:31:42	0.35	12.56	5.38	67.57	68.86	965.53	27.02	3141.13	0.31	0.43	0.77	0.56	62
14:31:43	0.35	19.69	6.87	135.27	53.17	605.2	28.92	1157.35	0.13	0.38	0.34	0.29	22
14:31:44	0.24	13.51	8.35	112.81	28.35	613.31	30.19	3526.4	0.33	0.6	0.51	0.97	217
14:31:45	1.96	19.98	6.44	128.67	50.06	904.37	28.96	2760.12	0.22	0.02	0.01	0.75	48
14:31:46	1.92	16.74	8.95	149.82	88.78	268.86	27.5	1903.17	0.15	0.62	0.73	0.1	62
14:31:47	1.22	17.56	1.88	33.01	5.47	794.94	27.4	2162.4	0.29	0.9	0.9	0.75	142
14:31:48	1.45	14.97	2.67	39.97	38.41	60.37	26.52	393.59	0.33	0.17	0.09	0.47	42
14:31:49	1.92	12.4	9.58	118.79	31.57	913.93	27.03	78.57	0.74	0.43	0.11	0.23	214
14:31:50	3.37	17.2	8.78	151.02	13.13	558.83	28.84	2215.32	0.51	0.77	0.41	0.31	74
14:31:51	4.87	17.95	6.13	110.03	59.73	728.16	25.88	81.31	0.35	0.67	0.36	0.11	185
14:31:52	4.75	18.33	8.53	156.35	23.32	727.78	27.44	2454.16	0.82	0.74	0.54	0.69	25
14:31:53	3.56	18.84	3.05	57.46	80.35	858.39	27.42	1209.22	0.55	0.43	0.26	0.18	29
14:31:54	1.4	10.7	5.67	60.67	69.52	810.78	31.97	3785.66	0.51	0.87	0.11	0.66	252
14:31:55	4.94	13.88	5.64	78.28	5.29	12.43	25.32	4661.74	0.51	0.11	0.05	0.64	185
14:31:56	3.93	16.61	5.22	86.7	18.44	936.7	26.23	19.21	0.86	0.82	0.02	0.17	203
14:31:57	2.38	19.53	9.53	186.12	97.08	197.07	28.59	114.37	0.75	0.56	0.14	0.47	82
14:31:58	2.07	13.93	2.07	28.84	17.89	390.87	29.5	1208.97	0.45	0.5	0.68	0.92	121
14:31:59	0.78	15.7	2.0	31.4	94.41	937.25	30.5	2714.74	0.97	0.37	0.15	0.41	158
14:32:00	4.51	16.81	6.46	108.59	20.13	812.1	27.85	1006.53	0.97	0.5	0.7	0.21	48
14:32:01	4.59	12.55	8.09	101.53	5.13	173.16	27.6	724.76	0.45	0.25	0.81	0.58	188
14:32:02	3.29	16.83	1.78	29.96	13.13	943.97	26.01	1469.24	0.37	0.99	0.85	0.71	40
14:32:03	1.48	17.44	4.23	73.77	21.38	158.46	27.62	4999.84	0.18	0.16	0.79	0.49	114
14:32:04	0.39	19.92	9.47	188.64	69.39	878.87	25.0	1509.0	0.2	0.96	0.06	0.41	242
14:32:05	0.82	16.87	9.44	159.25	73.93	569.77	29.12	3286.3	0.94	1.0	0.4	0.29	84
14:32:06	4.04	15.03	6.45	96.94	76.95	852.05	28.3	4642.12	0.87	0.42	0.24	0.13	14
14:32:07	3.23	16.36	3.55	58.08	15.45	274.98	28.54	106.16	0.51	0.61	0.84	0.83	79
14:32:08	3.79	16.09	2.95	47.47	17.87	614.98	26.86	642.31	0.13	0.03	0.78	0.01	109
14:32:09	3.89	18.0	1.53	27.54	53.73	894.09	31.88	2320.43	0.84	0.23	0.41	0.3	51
14:32:10	4.14	13.06	3.29	42.97	25.06	438.06	30.81	555.77	0.76	0.52	0.91	0.69	111
14:32:11	1.86	18.67	1.52	28.38	15.09	574.05	25.83	1398.32	0.26	0.84	0.18	0.95	76
14:32:12	3.57	10.6	6.83	72.4	42.72	212.04	26.51	3032.06	0.37	0.48	0.86	0.25	192
14:32:13	2.71	18.87	1.13	21.32	92.58	446.99	28.83	565.26	0.89	0.07	0.79	0.02	184
14:32:14	0.37	16.66	1.03	17.16	57.06	97.89	27.96	2680.72	0.79	0.91	0.0	0.73	162
14:32:15	3.36	19.29	6.68	128.86	0.35	332.33	25.65	685.37	0.18	0.52	0.23	0.39	68
14:32:16	2.11	11.42	1.93	22.04	78.24	632.56	27.76	4836.99	0.86	0.27	0.31	0.48	96
14:32:17	3.14	11.34	2.03	23.02	50.21	914.88	28.1	2001.18	0.29	0.18	0.25	0.46	203
14:32:18	2.97	14.9	5.76	85.82	26.87	878.59	25.5	3468.43	0.93	0.4	0.6	0.2	239
14:32:19	1.34	14.09	2.02	28.46	46.64	779.44	27.41	3386.16	0.34	0.81	0.35	0.97	122
14:32:20	0.53	19.74	4.64	91.59	87.73	11.89	27.25	560.85	0.89	0.42	0.3	0.49	206
14:32:21	2.89	18.71	9.36	175.13	71.07	845.88	29.39	2772.56	0.23	0.37	0.63	0.84	248
14:32:22	0.34	11.31	5.43	61.41	85.29	560.75	29.16	4571.91	0.92	0.18	0.01	1.0	143
14:32:23	0.42	11.64	2.26	26.31	85.43	860.78	29.76	3416.82	0.01	0.47	0.19	0.41	234
14:32:24	4.6	11.44	4.76	54.45	1.22	663.89	31.59	4.74	0.29	0.74	0.97	0.86	230
14:32:25	3.66	11.5	3.08	35.42	74.32	995.03	26.02	2712.14	0.24	0.66	0.16	0.26	94
14:32:26	4.45	16.95	6.07	102.89	90.23	267.4	28.39	2056.67	0.25	0.43	0.33	0.24	84
14:32:27	3.98	18.6	8.95	166.47	27.49	782.43	26.16	1520.77	0.01	0.98	0.36	0.9	138
14:32:28	4.29	19.36	6.1	118.1	19.27	485.5	28.87	2689.22	0.16	0.76	0.11	0.76	123
14:32:29	2.73	14.4	9.57	137.81	16.51	574.78	29.85	4207.74	0.23	0.75	0.52	0.05	55
14:32:30	2.45	13.62	2.54	34.59	96.32	809.64	29.86	1682.08	0.2	0.98	0.44	0.82	67
14:32:31	1.82	19.49	2.52	49.11	55.24	486.48	25.13	4485.65	0.9	0.27	0.84	0.6	148
14:32:32	1.45	19.45	4.8	93.36	28.0	420.54	31.78	3609.51	0.19	0.02	0.36	0.09	174
14:32:34	4.82	11.92	5.62	66.99	1.44	562.79	28.81	855.0	0.46	0.8	0.72	0.88	168
14:32:35	3.99	18.98	2.62	49.73	63.02	94.8	29.28	2492.5	0.12	0.85	0.21	0.09	93
14:32:36	2.82	14.75	8.89	131.13	11.6	650.37	29.43	783.41	0.34	0.59	0.74	0.68	206
14:32:37	1.88	13.94	7.45	103.85	38.91	252.22	26.12	3579.62	0.43	0.11	0.97	0.48	252
14:32:38	0.61	11.05	2.9	32.05	51.35	919.31	25.62	3774.83	0.63	0.36	0.97	0.74	162
14:32:39	1.53	17.28	8.8	152.06	55.13	446.3	30.01	1415.79	0.47	0.9	0.81	0.57	113
14:32:40	1.51	16.3	6.71	109.37	42.19	620.82	29.77	2202.68	0.05	0.48	0.32	0.89	195
14:32:41	0.26	13.58	4.97	67.49	71.25	613.2	31.31	1231.34	0.4	0.69	0.46	0.35	134
14:32:42	0.43	17.36	1.1	19.1	55.13	174.21	29.75	3053.21	0.42	0.73	0.9	0.81	138
14:32:43	0.2	16.31	3.71	60.51	17.35	949.23	26.92	3175.34	0.43	0.24	0.75	0.18	4
14:32:44	0.43	17.02	9.52	162.03	39.62	131.98	27.63	113.46	0.43	0.84	0.64	0.18	234
14:32:45	4.23	14.17	2.43	34.43	81.63	799.66	30.86	1683.91	0.68	0.87	0.82	0.07	202
14:32:46	0.49	12.42	4.07	50.55	17.97	804.69	28.13	217.09	0.6	0.64	0.94	0.18	199
14:32:47	1.18	14.71	5.35	78.7	57.65	392.16	25.57	1929.3	0.92	0.46	0.85	0.76	110
14:32:48	3.08	13.95	3.37	47.01	64.25	653.58	30.57	526.62	0.92	0.42	0.05	0.45	10
14:32:49	2.48	11.14	0.85	9.47	97.74	421.0	28.74	2414.96	0.6	0.76	0.21	0.02	33
14:32:50	0.2	11.18	7.97	89.1	20.02	798.87	31.7	1459.95	0.25	0.82	0.02	0.46	100
14:32:51	0.68	12.77	8.54	109.06	40.73	500.34	29.67	2175.74	0.31	0.44	0.92	0.72	129
14:32:52	3.39	18.86	7.75	146.16	85.29	682.74	25.57	3501.35	0.21	0.19	0.99	0.5	13
14:32:53	2.46	13.67	0.83	11.35	41.98	986.95	30.86	2501.24	0.33	0.68	0.89	0.56	244
14:32:54	2.28	14.87	8.88	132.05	10.11	446.65	30.25	3412.29	0.1	0.58	0.05	0.81	106
14:32:55	1.62	10.06	1.6	16.1	31.8	511.92	31.37	2056.76	0.89	0.3	0.44	0.77	237
14:32:56	3.02	18.18	7.05	128.17	19.32	461.39	27.99	191.4	0.39	0.36	0.59	0.57	213
14:32:57	0.6	13.79	4.98	68.67	82.66	308.19	29.38	2394.41	0.94	0.62	0.41	0.88	64
14:32:58	4.5	13.22	1.5	19.83	86.67	874.89	30.41	402.25	0.95	0.21	0.14	0.9	12
14:32:59	1.52	15.16	5.08	77.01	92.74	256.82	26.26	3518.19	0.08	0.18	0.2	0.41	4
14:33:00	0.59	10.33	8.11	83.78	30.26	203.18	27.07	2805.84	0.75	0.99	0.53	0.83	232
14:33:01	0.67	15.61	5.4	84.29	46.24	555.13	25.14	2751.7	0.7	0.2	0.97	0.39	182
14:33:02	2.95	15.18	3.76	57.08	11.62	537.46	26.45	162.6	0.1	0.71	0.12	0.48	217
14:33:03	1.88	18.54	1.28	23.73	73.33	659.96	31.92	4608.54	0.31	0.43	0.64	0.12	159
14:33:04	2.31	17.76	9.72	172.63	73.3	34.75	30.66	2547.5	0.34	0.26	0.94	0.06	144
14:33:05	0.49	10.63	7.24	76.96	82.18	240.62	25.91	1871.31	0.27	0.23	0.24	0.84	66
14:33:06	0.95	12.22	7.31	89.33	50.35	992.98	25.17	4717.04	0.26	0.48	0.97	0.31	196
14:33:07	2.19	19.1	7.14	136.37	46.75	155.77	28.99	4685.77	0.2	0.43	0.74	0.74	46
14:33:08	3.07	10.15	3.94	39.99	88.84	704.76	26.91	27.27	0.3	0.13	0.21	0.64	226
14:33:09	3.87	16.85	6.67	112.39	83.05	250.0	25.77	2380.64	0.47	0.59	0.68	0.24	163
14:33:10	2.23	15.7	3.4	53.38	33.24	582.66	28.59	1718.06	0.77	0.65	0.94	0.15	27
14:33:11	2.96	10.42	3.83	39.91	32.36	765.97	28.17	136.62	0.38	0.66	0.34	0.48	71
14:33:12	3.96	15.27	5.4	82.46	28.39	947.31	26.0	2778.96	0.66	0.33	0.05	0.23	101
14:33:13	3.86	11.36	2.15	24.42	42.91	597.02	28.81	207.07	0.43	0.7	0.17	0.54	215
14:33:14	3.04	11.97	0.91	10.89	99.71	300.93	30.28	113.45	0.83	0.35	0.18	0.17	206
14:33:15	2.27	10.54	1.81	19.08	26.12	156.73	26.51	583.12	0.15	0.81	0.38	0.69	51
14:33:16	3.5	12.79	3.72	47.58	59.01	247.55	27.79	1569.84	0.09	0.87	0.88	0.97	117
14:33:17	4.44	12.83	5.5	70.56	77.9	743.42	26.21	3655.6	0.56	0.81	0.17	0.6	111
14:33:18	3.0	19.38	6.96	134.88	22.02	372.76	25.46	1950.0	0.1	0.98	0.96	0.88	121
14:33:19	3.47	16.62	7.0	116.34	56.44	855.37	28.07	2017.24	0.27	1.0	0.64	0.57	65
14:33:20	1.09	17.74	7.55	133.94	14.61	279.93	29.88	4076.21	0.58	0.89	0.5	0.04	223
14:33:21	3.38	14.7	9.68	142.3	95.84	687.09	25.71	1319.02	0.51	0.84	0.0	0.01	5
14:33:22	2.69	16.31	4.26	69.48	99.46	193.04	28.7	53.12	0.68	0.76	0.12	0.6	255
14:33:23	4.92	18.65	4.89	91.2	98.52	815.45	30.51	1292.57	0.54	0.8	0.34	0.97	230
14:33:24	3.68	19.81	0.88	17.43	8.35	33.24	26.8	2105.26	0.67	0.98	0.15	0.98	145
14:33:25	3.07	17.87	8.92	159.4	75.09	172.82	29.81	2504.45	0.15	0.86	0.78	0.12	141
14:33:26	0.35	18.26	4.97	90.75	61.08	330.0	28.27	3014.6	0.79	0.57	0.17	0.82	161
14:33:27	2.48	14.97	9.61	143.86	76.69	245.23	25.71	3506.02	0.75	0.87	0.59	0.12	142
14:33:28	0.19	13.13	5.72	75.1	61.53	903.4	31.4	2468.6	0.58	0.33	0.77	0.24	168
14:33:29	1.08	19.14	9.41	180.11	19.86	908.28	25.94	4532.8	0.74	0.73	0.02	0.41	25
14:33:30	3.51	11.54	6.66	76.86	47.29	342.82	27.32	4118.97	0.95	0.77	0.58	0.73	248
14:33:31	2.15	15.8	8.12	128.3	78.96	403.53	27.98	3482.66	0.06	0.62	0.01	0.36	217
14:33:32	0.96	10.62	4.7	49.91	22.89	361.13	30.55	1564.54	0.08	0.95	0.24	0.16	37
14:33:33	3.8	17.91	2.31	41.37	9.16	40.54	25.24	2405.6	0.63	0.83	0.02	0.74	172
14:33:34	3.58	11.76	4.53	53.27	33.93	658.45	29.74	4262.92	0.09	0.98	0.44	0.27	138
14:33:35	1.79	14.95	8.9	133.06	78.49	986.98	28.71	764.82	0.68	0.12	0.26	0.91	32
14:33:36	1.82	18.09	2.92	52.82	1.55	411.46	27.57	693.18	0.42	0.77	0.27	0.07	69
14:33:37	2.87	16.99	5.57	94.63	86.22	182.69	28.24	1538.24	0.49	0.12	0.49	0.03	7
14:33:38	1.15	13.0	3.66	47.58	52.18	530.31	27.03	3861.75	0.21	0.28	0.11	0.87	51
14:33:39	1.57	17.26	1.65	28.48	0.0	961.22	26.83	3184.81	0.17	0.35	0.71	0.9	112
14:33:40	3.05	16.42	2.94	48.27	23.87	69.89	28.69	146.24	0.59	0.3	0.16	0.27	29
14:33:41	3.34	10.07	8.35	84.08	44.58	992.51	30.7	4647.73	0.22	0.2	0.73	0.26	157
14:33:42	1.97	10.64	3.32	35.32	24.23	269.37	31.75	3271.49	0.31	0.6	0.46	0.24	19
14:33:43	3.25	18.88	5.01	94.59	66.12	659.72	26.99	3634.49	0.67	0.25	0.95	0.33	133
14:33:44	2.68	19.15	5.21	99.77	59.92	217.07	29.57	240.75	0.31	0.33	0.41	0.52	190
14:33:45	1.28	15.08	5.77	87.01	43.36	411.32	28.8	3754.72	0.91	0.94	0.04	0.37	31
14:33:46	1.55	18.21	1.77	32.23	48.38	269.8	27.36	3361.8	0.51	0.77	0.23	0.71	255
14:33:47	0.69	16.58	6.86	113.74	96.67	21.86	28.04	4507.07	0.11	0.38	0.99	0.77	81
14:33:48	4.44	15.84	2.03	32.16	10.38	106.53	25.62	782.27	0.69	0.15	0.98	0.02	93
14:33:49	3.27	12.21	7.85	95.85	34.41	898.68	31.57	727.58	0.03	0.15	0.96	0.18	199
14:33:50	0.8	13.97	8.05	112.46	24.79	101.42	28.1	3998.73	0.08	0.3	0.14	0.32	96
14:33:51	1.03	13.33	3.58	47.72	55.62	454.81	25.97	2827.6	0.92	0.81	0.97	0.03	153
14:33:52	2.49	15.6	2.12	33.07	47.57	995.46	28.56	121.57	0.09	0.67	0.05	0.12	128
14:33:53	3.25	15.66	8.44	132.17	87.46	386.04	31.91	3616.38	0.87	0.69	0.81	0.76	28
14:33:54	3.45	14.0	4.01	56.14	50.1	936.19	28.95	1169.14	0.58	0.31	0.82	0.0	146
14:33:55	0.5	10.97	9.7	106.41	61.9	745.87	30.87	3211.11	0.35	0.46	0.95	0.63	53
14:33:56	4.63	16.52	5.07	83.76	94.49	315.39	31.43	1297.73	0.98	0.0	0.85	0.68	181
14:33:57	2.52	10.11	3.91	39.53	25.52	162.71	29.54	2508.67	0.68	0.94	0.44	0.16	125
14:33:58	3.43	10.37	9.06	93.95	8.87	896.29	26.24	2067.62	0.17	0.49	0.28	0.13	228
14:33:59	1.51	12.61	5.94	74.9	68.16	719.24	25.24	3372.98	0.54	0.55	0.3	0.69	177
14:34:00	2.05	17.18	4.8	82.46	28.4	102.77	26.07	4365.2	0.41	0.83	0.97	0.11	18
14:34:01	1.07	19.47	8.13	158.29	44.11	198.62	29.59	2829.91	0.67	0.47	0.67	0.59	192
14:34:02	2.69	18.78	5.61	105.36	90.75	919.84	25.92	3848.16	0.88	0.98	0.37	0.93	87
14:34:03	2.83	13.72	4.33	59.41	3.6	922.54	28.31	3840.3	0.56	0.33	0.98	0.84	91
14:34:04	1.91	13.84	6.91	95.63	39.21	554.72	29.4	504.14	0.95	0.18	0.22	0.58	0
14:34:05	2.42	15.5	7.07	109.59	62.86	969.38	30.35	2681.58	0.05	0.88	0.25	0.7	122
14:34:06	2.19	12.81	4.15	53.16	46.97	840.13	27.98	2341.4	0.34	0.4	0.18	0.4	22
14:34:07	0.24	10.39	9.3	96.63	6.92	450.21	26.66	300.01	0.32	0.62	0.02	0.54	51
14:34:08	1.38	10.52	2.73	28.72	99.72	512.96	25.35	2061.75	0.72	0.29	0.39	0.91	79
14:34:09	1.07	11.36	3.94	44.76	19.48	974.63	25.24	1382.03	0.14	0.5	0.19	0.35	248
14:34:10	2.0	17.24	9.99	172.23	83.93	102.47	26.97	4161.2	0.21	0.73	0.76	0.98	208
14:34:11	1.37	13.47	5.29	71.26	38.7	502.84	27.02	227.04	0.99	0.25	0.01	0.49	85
14:34:12	4.08	19.33	7.0	135.31	82.79	326.9	31.14	3568.31	0.4	0.27	0.22	0.46	103
14:34:13	1.67	12.75	2.83	36.08	8.29	954.66	25.17	4581.62	0.09	0.67	0.61	0.34	33
14:34:14	1.47	14.75	9.26	136.59	31.66	645.17	30.49	1490.59	0.16	0.45	0.99	0.06	152
14:34:15	1.93	16.06	6.75	108.4	77.08	508.49	26.12	3659.87	0.79	0.91	0.21	0.49	193
14:34:16	3.46	16.47	2.28	37.55	98.44	277.83	27.85	1452.19	0.92	0.08	0.43	0.5	0
14:34:17	0.95	17.97	3.82	68.65	69.21	991.51	31.63	4973.84	0.68	0.36	0.47	0.64	106
14:34:18	2.2	17.57	9.44	165.86	30.29	479.61	29.9	2492.0	0.54	0.51	0.49	0.64	200
14:34:19	1.43	15.64	2.05	32.06	50.31	454.87	29.99	72.75	0.17	0.83	0.8	0.93	249
14:34:20	1.16	19.75	2.21	43.65	77.74	313.73	27.29	2824.71	0.31	0.05	0.21	0.79	232
14:34:21	1.24	11.52	1.38	15.9	85.03	257.58	29.09	4756.74	0.67	0.58	0.29	0.2	97
14:34:22	4.75	15.59	4.92	76.7	89.19	825.89	28.99	4598.86	0.06	0.09	0.5	0.65	106
14:34:23	2.85	10.08	8.81	88.8	40.38	551.5	25.49	1689.4	0.26	0.6	0.55	0.34	148
14:34:24	3.58	15.49	2.72	42.13	37.33	914.13	26.32	4545.81	0.01	0.6	0.09	0.59	107
14:34:25	2.32	11.75	3.39	39.83	60.39	954.45	28.08	2291.74	0.4	0.86	0.65	0.46	237
14:34:26	0.89	15.56	2.19	34.08	65.79	43.25	25.53	2665.44	0.48	1.0	0.79	0.82	123
14:34:27	1.99	17.26	1.81	31.24	16.41	403.44	30.1	1619.06	0.84	0.31	0.22	0.01	20
14:34:28	3.96	18.75	7.71	144.56	32.97	823.37	29.55	3207.13	0.08	0.06	0.93	0.94	70
